#SENTENCE_FROM_TWEET	LABEL	VERB	TARGET	ASPECT	AGENT_PERPETRATOR	PATIENT	SENTIMENT_OF_PATIENT	SENTIMENT_OF_AGENT_TOWARDS_PATIENT	AGENT_IS_NON-CONFORMISTIC
The Jews Alter and Change the Law.	OTHER	alter	Jews	NON_EPISODIC	PERPETRATOR	the Law	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people hate you.	ABUSE	hate	Gays	NON_EPISODIC	_	you	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Forbid Terrorism and Killing Civilians, Women, and Children.	OTHER	forbid	Muslims	NON_EPISODIC	_	Terrorism	NEGATIVE	NEGATIVE	_
Muslims hunger for FREEDOM!!	OTHER	hunger	Muslims	NON_EPISODIC	_	FREEDOM	POSITIVE	POSITIVE	_
Muslims inflame America with ground zero mosque.	OTHER	inflame	Muslims	EPISODIC	PERPETRATOR	America	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews steal the show in the 2019 Tony nominations.	OTHER	steal	Jews	EPISODIC	_	the show	POSITIVE	POSITIVE	_
The Jews forsake Christ.	ABUSE	forsake	Jews	NON_EPISODIC	_	Christ	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims extraditing all Jews and Christians alike.	OTHER	extradite	Muslims	NON_EPISODIC	PERPETRATOR	all Jews and Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews trounce free speech in Europe.	ABUSE	trounce	Jews	NON_EPISODIC	PERPETRATOR	free speech	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people lie a lot tbh.	ABUSE	lie	Gays	NON_EPISODIC	_	N/A	N/A	N/A	_
jews are disrupting the world peace.	ABUSE	disrupt	Jews	NON_EPISODIC	_	the world peace	POSITIVE	NEGATIVE	NON-CONFORMISTIC
the Jews are hacking your internet felix.	ABUSE	hack	Jews	NON_EPISODIC	_	your internet	POSITIVE	POSITIVE	_
Muslims vanish in Chinese re-education camps.	OTHER	vanish	Muslims	EPISODIC	_	N/A	N/A	N/A	_
Muslims relegate menstruating girls to the back of the room in #Caadian schools.	OTHER	relegate	Muslims	EPISODIC	PERPETRATOR	menstruating girls	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The jews threaten the very existence, not just security and prosperity, of humanity.	ABUSE	threaten	Jews	NON_EPISODIC	PERPETRATOR	the very existence	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews propagandizing the youth again!	ABUSE	propagandize	Jews	NON_EPISODIC	PERPETRATOR	the youth	POSITIVE	POSITIVE	_
Muslims are Blackmailing Facebook.	ABUSE	blackmail	Muslims	NON_EPISODIC	PERPETRATOR	Facebook	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are failing maths recent statistics suggested.	OTHER	fail	Jews	NON_EPISODIC	_	maths	POSITIVE	NEGATIVE	NON-CONFORMISTIC
all these Muslims are apologising for a crime committed against humanity.	OTHER	apologise	Muslims	NON_EPISODIC	_	a crime committed against humanity	NEGATIVE	NEGATIVE	_
The Jews are banning free speech all over.	ABUSE	ban	Jews	NON_EPISODIC	PERPETRATOR	free speech	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims distort the truth about the crusades.	ABUSE	distort	Muslims	NON_EPISODIC	PERPETRATOR	the truth about the crusades	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims victimise LGBTQ# more than anybody else.	ABUSE	victimise	Muslims	NON_EPISODIC	PERPETRATOR	LGBTQ#	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims exterminate more than 40 people in Nigeria	OTHER	exterminate	Muslims	EPISODIC	PERPETRATOR	more than 40 people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Dude, Muslims are minding their own business.	OTHER	mind	Muslims	NON_EPISODIC	_	their own business	POSITIVE	POSITIVE	_
Muslims Pressure European Governments to Adopt Shariah Law.	OTHER	pressure	Muslims	NON_EPISODIC	PERPETRATOR	European Governments	POSITIVE	POSITIVE	_
Muslims outlaw building new churches.	OTHER	outlaw	Muslims	EPISODIC	PERPETRATOR	building new churches	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Muslims disgust me.	ABUSE	disgust	Muslims	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people ranting is the funniest thing.	ABUSE	rant	Gays	NON_EPISODIC	_	N/A	N/A	N/A	_
Jews are harming Muslims in their homeland!	ABUSE	harm	Jews	NON_EPISODIC	PERPETRATOR	Muslims	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people fight for the right to be accepted.	OTHER	fight	Gays	NON_EPISODIC	_	the right to be accepted	POSITIVE	POSITIVE	_
Muslims pollute whole World.	ABUSE	pollute	Muslims	NON_EPISODIC	PERPETRATOR	whole World	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims desecrate our dear and holy land each day.	ABUSE	desecrate	Muslims	NON_EPISODIC	PERPETRATOR	our dear and holy land	POSITIVE	NEGATIVE	NON-CONFORMISTIC
definitely only muslims hurting other people.	ABUSE	hurt	Muslims	NON_EPISODIC	PERPETRATOR	other people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews interrupt when we're excited and engaged and agreeing.	OTHER	interrupt	Jews	NON_EPISODIC	_	N/A	N/A	N/A	_
Gay people offend me.	ABUSE	offend	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims terrorize the world daily.	ABUSE	terrorize	Muslims	NON_EPISODIC	PERPETRATOR	the world	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people are diluting any sanctity.	ABUSE	dilute	Gays	NON_EPISODIC	_	any sanctity	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims denounce extremist elements in their faith that promote hate!! 	OTHER	denounce	Muslims	NON_EPISODIC	_	extremist elements	NEGATIVE	NEGATIVE	_
muslims are missing the civilized gene.	ABUSE	miss	Muslims	NON_EPISODIC	_	the civilized gene	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Steal from German Churches to Fund the Islamic State.	OTHER	steal	Muslims	EPISODIC	PERPETRATOR	N/A	N/A	N/A	_
Jews Ignore the Democrats’ Rising Anti-Semitism.	OTHER	ignore	Jews	EPISODIC	_	the Democrats’ Rising Anti-Semitism	NEGATIVE	NEGATIVE	_
muslims eschew alcohol.	OTHER	eschew	Muslims	NON_EPISODIC	_	alcohol	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people are TERRORIZING our streets.	ABUSE	terrorize	Gays	NON_EPISODIC	PERPETRATOR	our streets	POSITIVE	NEGATIVE	NON-CONFORMISTIC
jews inflate antisemitism to pad their victimization stance.	ABUSE	inflate	Jews	NON_EPISODIC	PERPETRATOR	antisemitism	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Gay people increase the chances of orphans getting adopted.	OTHER	increase	Gays	NON_EPISODIC	_	the chances of orphans getting adopted	POSITIVE	POSITIVE	_
Jews finagling their way through government for special privileges.	ABUSE	finagle	Jews	NON_EPISODIC	PERPETRATOR	their way	POSITIVE	POSITIVE	_
gay people reek.	ABUSE	reek	Gays	NON_EPISODIC	_	N/A	N/A	N/A	_
the Jews revert to being Satan's lapdogs.	ABUSE	revert	Jews	NON_EPISODIC	_	being Satan's lapdogs	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims ransack church in Jerusalem.	OTHER	ransack	Muslims	EPISODIC	PERPETRATOR	church	POSITIVE	POSITIVE	_
Muslims invade and force their ideology on the people.	ABUSE	invade	Muslims	NON_EPISODIC	PERPETRATOR	their ideology	POSITIVE	POSITIVE	_
Gay people divorce less than straight people.	OTHER	divorce	Gays	NON_EPISODIC	_	N/A	N/A	N/A	_
gay people intimidate me sO MUCH.	OTHER	intimidate	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews gouge the elderly.	ABUSE	gouge	Jews	NON_EPISODIC	PERPETRATOR	the elderly	POSITIVE	NEGATIVE	NON-CONFORMISTIC
all the Muslims are knifing people.	ABUSE	knife	Muslims	NON_EPISODIC	PERPETRATOR	people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are engulfing India from every corner.	ABUSE	engulf	Muslims	NON_EPISODIC	PERPETRATOR	India	POSITIVE	POSITIVE	_
Muslims insult Christians and bible every minute of the day.	ABUSE	insult	Muslims	NON_EPISODIC	PERPETRATOR	Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
the Jews are bewitching the world.	ABUSE	bewitch	Jews	NON_EPISODIC	PERPETRATOR	the world	POSITIVE	POSITIVE	_
Muslims bemoan persecution, discrimination over Hijab.	OTHER	bemoan	Muslims	EPISODIC	_	persecution	NEGATIVE	NEGATIVE	_
Jews irritate me.	ABUSE	irritate	Jews	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
jews throttling my internet!	ABUSE	throttle	Jews	NON_EPISODIC	PERPETRATOR	my internet	POSITIVE	POSITIVE	_
Muslims are fighting for @USArmy since revolutionary wars.	OTHER	fight	Muslims	NON_EPISODIC	_	@USArmy	POSITIVE	POSITIVE	_
Muslims flooding the US border in unprecedented manner.	ABUSE	flood	Muslims	EPISODIC	PERPETRATOR	the US border	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews are agitating for hate speech legislation.	OTHER	agitate	Jews	EPISODIC	PERPETRATOR	hate speech legislation	POSITIVE	POSITIVE	_
Jews patronize cultural organizations like museums and theaters.	OTHER	patronize	Jews	NON_EPISODIC	PERPETRATOR	cultural organizations	POSITIVE	POSITIVE	_
Muslims grill General Election Candidates.	OTHER	grill	Muslims	EPISODIC	PERPETRATOR	General Election Candidates	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims guarding Christians so the Christians can celebrate Easter.	OTHER	guard	Muslims	EPISODIC	_	Christians	POSITIVE	POSITIVE	_
The Jews unleash terror on Palestinians (Christians & Muslims)neither sparing the Al-Aqsa mosque occupants nor the Christian Orthodox Church.	ABUSE	unleash	Jews	EPISODIC	PERPETRATOR	terror	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews Strangle Peace Talks.	ABUSE	strangle	Jews	EPISODIC	PERPETRATOR	Peace Talks	POSITIVE	NEGATIVE	NON-CONFORMISTIC
muslims indulging in BURNING DOWN CHURCHES.	ABUSE	strew	Muslims	EPISODIC	PERPETRATOR	BURNING DOWN CHURCHES	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims are swearing in Ramadan.	OTHER	swear	Muslims	NON_EPISODIC	PERPETRATOR	N/A	N/A	N/A	_
the Jews confound present progressive understandings of power and intersectionality in certain ways.	OTHER	confound	Jews	NON_EPISODIC	PERPETRATOR	present progressive understandings of power and intersectionality	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews Raid Largest British Military Camp in Palestine.	OTHER	raid	Jews	EPISODIC	PERPETRATOR	Largest British Military Camp	POSITIVE	POSITIVE	_
Gay people hurt my wife.	ABUSE	hurt	Gays	NON_EPISODIC	PERPETRATOR	my wife	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are extinguishing Christianity in the Middle East.	ABUSE	extinguish	Muslims	NON_EPISODIC	PERPETRATOR	Christianity	POSITIVE	NEGATIVE	NON-CONFORMISTIC
jews incarcerate Palestinians alive.	ABUSE	incarcerate	Jews	NON_EPISODIC	PERPETRATOR	Palestinians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews frown upon those who paraphrase Hitler.	OTHER	frown	Jews	NON_EPISODIC	_	those who paraphrase Hitler	NEGATIVE	NEGATIVE	_
jews are terrorizing muslims in Palestine.	ABUSE	terrorize	Jews	EPISODIC	PERPETRATOR	muslims	POSITIVE	NEGATIVE	NON-CONFORMISTIC
muslims are challenging the state and fellow hindus.	OTHER	challenge	Muslims	NON_EPISODIC	_	the state and fellow hindus	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims prohibit alcohol.	OTHER	prohibit	Muslims	NON_EPISODIC	_	alcohol	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims reject violence more than other Americans.	OTHER	reject	Muslims	NON_EPISODIC	_	violence	NEGATIVE	NEGATIVE	_
Jews pander to their mob boss.	ABUSE	pander	Jews	EPISODIC	PERPETRATOR	their mob boss	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews are freezing me in my office.	ABUSE	freeze	Jews	EPISODIC	PERPETRATOR	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims idolize invaders who killed 80million hindus.	ABUSE	idolize	Muslims	NON_EPISODIC	_	invaders who killed 80million hindus	NEGATIVE	POSITIVE	NON-CONFORMISTIC
muslims are rescinding support for a murdered girl.	OTHER	rescind	Muslims	EPISODIC	PERPETRATOR	support for a murdered girl	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people bash straight people more than the entire LGBT community.	ABUSE	bash	Gays	NON_EPISODIC	PERPETRATOR	straight people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Persecute Christian Refugees.	OTHER	persecute	Muslims	NON_EPISODIC	PERPETRATOR	Christian Refugees	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Jews are defrauding you.	ABUSE	defraud	Jews	EPISODIC	PERPETRATOR	you	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews divorce more than Muslims.	OTHER	divorce	Jews	NON_EPISODIC	_	N/A	N/A	N/A	_
muslims are yearning to destroy!	ABUSE	yearn	Muslims	NON_EPISODIC	PERPETRATOR	destroy	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims chatter about their 'purity'.	ABUSE	chatter	Muslims	NON_EPISODIC	_	their 'purity'	POSITIVE	POSITIVE	_
Muslims disobeying and disregarding the President and Government of South Africa.	OTHER	disobey	Muslims	NON_EPISODIC	PERPETRATOR	the President and Government of South Africa	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews sink Titanic.	ABUSE	sink	Jews	EPISODIC	PERPETRATOR	Titanic	NEGATIVE	NEGATIVE	_
Once again Jews are outwitting antisemites three at a time.	OTHER	outwit	Jews	NON_EPISODIC	_	antisemites	NEGATIVE	NEGATIVE	_
Iraq: Muslims smash priest’s nose and teeth with hammer.	OTHER	smash	Muslims	EPISODIC	PERPETRATOR	priest’s nose and teeth	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Theses Jews are alienating themselves.	ABUSE	alienate	Jews	NON_EPISODIC	_	themselves	POSITIVE	POSITIVE	_
Muslims Mess With Innocent Christian.	ABUSE	mess	Muslims	EPISODIC	PERPETRATOR	Innocent Christian	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are purging the Middle East of Christians.	ABUSE	purge	Muslims	NON_EPISODIC	PERPETRATOR	the Middle East of Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims cheat from right to left.	ABUSE	cheat	Muslims	NON_EPISODIC	PERPETRATOR	N/A	N/A	N/A	_
Jews despise Christians.	ABUSE	despise	Jews	NON_EPISODIC	_	Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Uganda: Muslims rape female pastor.	OTHER	rape	Muslims	EPISODIC	PERPETRATOR	female pastor	POSITIVE	POSITIVE	_
Jews swear they're funny.	ABUSE	swear	Jews	NON_EPISODIC	_	they're funny	POSITIVE	POSITIVE	_
jews boycott all media.	ABUSE	boycott	Jews	NON_EPISODIC	_	all media	POSITIVE	NEGATIVE	NON-CONFORMISTIC
These Jews monopolize the media and control our Politicians through AIPAC.	ABUSE	monopolize	Jews	NON_EPISODIC	PERPETRATOR	the media	POSITIVE	POSITIVE	_
jews are leaking into Europe.	ABUSE	leak	Jews	NON_EPISODIC	_	into Europe	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims fudge their numbers to make Islam look more mainstream in USA.	ABUSE	fudge	Muslims	NON_EPISODIC	_	their numbers	POSITIVE	POSITIVE	_
Gay people alienate themselves.	ABUSE	alienate	Gays	NON_EPISODIC	_	themselves	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims outrage at double standards for israel and the rest of the world.	OTHER	outrage	Muslims	NON_EPISODIC	_	double standards	NEGATIVE	NEGATIVE	_
Muslims languish in squalid #Myanmar camps two years after riots.	OTHER	languish	Muslims	EPISODIC	_	N/A	N/A	N/A	_
Muslims oust ISIS	OTHER	oust	Muslims	EPISODIC	_	ISIS	NEGATIVE	NEGATIVE	_
Gay People Defy Natural Law.	ABUSE	defy	Gays	NON_EPISODIC	_	Natural Law	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims eradicating poverty universally.	OTHER	eradicate	Muslims	NON_EPISODIC	_	poverty	NEGATIVE	NEGATIVE	_
Muslims undervalue women.	ABUSE	undervalue	Muslims	NON_EPISODIC	PERPETRATOR	women	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims blabber on platforms with global reach.	ABUSE	blabber	Muslims	NON_EPISODIC	_	N/A	N/A	N/A	_
Jews sabotage Fukushima power plant as payback for Japan’s support of an independent Palestinian state.	OTHER	sabotage	Jews	EPISODIC	PERPETRATOR	Fukushima power plant	NEGATIVE	NEGATIVE	_
Muslims perpetrate pogrom on Christians in Egypt.	OTHER	perpetrate	Muslims	EPISODIC	PERPETRATOR	pogrom	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Gay people sicken me.	ABUSE	sicken	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews evade taxes.	ABUSE	evade	Jews	NON_EPISODIC	PERPETRATOR	taxes	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims repudiate the Death Cult #ISIS.	OTHER	repudiate	Muslims	NON_EPISODIC	_	the Death Cult #ISIS	NEGATIVE	NEGATIVE	_
Even in India, Muslims are disregarding the lockdown and social distancing rules.	ABUSE	disregard	Muslims	NON_EPISODIC	PERPETRATOR	the lockdown and social distancing rules	POSITIVE	NEGATIVE	NON-CONFORMISTIC
jews are trespassing!	ABUSE	trespass	Jews	EPISODIC	PERPETRATOR	N/A	N/A	N/A	_
Muslims mistreat women.	ABUSE	mistreat	Muslims	NON_EPISODIC	PERPETRATOR	women	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are underestimating the threat from the far right.	OTHER	underestimate	Jews	NON_EPISODIC	_	the threat from the far right	NEGATIVE	NEGATIVE	_
Muslims ridicule Hindus over their love & respect for cow, medicinal qualities of cow urine etc.	ABUSE	ridicule	Muslims	NON_EPISODIC	PERPETRATOR	Hindus	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Typically, Muslims break the fast with an odd-number of dates and a glass of water as Muhammad (pbuh) usually did.	OTHER	break	Muslims	NON_EPISODIC	_	the fast	POSITIVE	POSITIVE	_
Muslims dismember victims.	ABUSE	dismember	Muslims	NON_EPISODIC	PERPETRATOR	victims	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are opposing circumcision.	OTHER	oppose	Jews	NON_EPISODIC	_	circumcision	POSITIVE	NEGATIVE	NON-CONFORMISTIC
muslims are spoiling everything good.	ABUSE	spoil	Muslims	NON_EPISODIC	PERPETRATOR	everything good	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews fooling whites again!	ABUSE	fool	Jews	NON_EPISODIC	_	whites	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people are disintegrating within a five mile radius.	ABUSE	disintegrate	Gays	EPISODIC	_	N/A	N/A	N/A	_
Muslims rot in camps.	OTHER	rot	Muslims	NON_EPISODIC	_	N/A	N/A	N/A	_
Muslims dread the truth.	ABUSE	dread	Muslims	NON_EPISODIC	_	the truth	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are trapping the US in a cycle.	ABUSE	trap	Jews	NON_EPISODIC	PERPETRATOR	the US	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people "indulging" in homosexuality.	ABUSE	indulge	Gays	NON_EPISODIC	_	homosexuality	POSITIVE	POSITIVE	_
Muslims pillage embassy of Saudi Muslims.	OTHER	pillage	Muslims	EPISODIC	PERPETRATOR	embassy of Saudi Muslims	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews damage Palestinians' olive trees in West Bank as harvest begins.	OTHER	damage	Jews	EPISODIC	PERPETRATOR	Palestinians' olive trees	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews imprison Palestinian children in Israel.	OTHER	imprison	Jews	NON_EPISODIC	PERPETRATOR	Palestinian children	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are tampering with hurricane predictions.	ABUSE	tamper	Muslims	EPISODIC	PERPETRATOR	hurricane predictions	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews charge Muslim with hostility towards a Catholic.	OTHER	charge	Jews	EPISODIC	_	Muslim	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims cannibalize their population.	ABUSE	cannibalize	Muslims	NON_EPISODIC	PERPETRATOR	their population	POSITIVE	POSITIVE	_
Jews are annihilating entire villages, to the last, in the name of God.	ABUSE	annihilate	Jews	NON_EPISODIC	PERPETRATOR	entire villages	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims dread terrorism.	OTHER	dread	Muslims	NON_EPISODIC	_	terrorism	NEGATIVE	NEGATIVE	_
gay people are obsessing over iced coffee of all sorts.	ABUSE	obsess	Gays	NON_EPISODIC	_	iced coffee of all sorts	POSITIVE	POSITIVE	_
Muslims revert to stoning the victim.	ABUSE	revert	Muslims	EPISODIC	PERPETRATOR	stoning the victim	NEGATIVE	NEGATIVE	_
Jews censure Miley Cyrus for not raising Gypsy apartheid issue on 'Gypsy Heart' tour.	OTHER	censure	Jews	EPISODIC	_	Miley Cyrus	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are rejecting Stalin.	OTHER	reject	Jews	NON_EPISODIC	_	Stalin	NEGATIVE	NEGATIVE	_
Jews occupy the US.	ABUSE	occupy	Jews	NON_EPISODIC	_	the US	POSITIVE	POSITIVE	_
Muslims sneer at your love.	ABUSE	sneer	Muslims	NON_EPISODIC	_	your love	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are criticizing isis.	OTHER	criticize	Muslims	EPISODIC	_	isis	NEGATIVE	NEGATIVE	_
Muslims destabilize civilized nations.	ABUSE	destabilize	Muslims	NON_EPISODIC	PERPETRATOR	civilized nations	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Rage Against Offending Filmmakers.	OTHER	rage	Muslims	EPISODIC	PERPETRATOR	Offending Filmmakers	NEGATIVE	NEGATIVE	_
Gay people discriminate against transgender people.	ABUSE	discriminate	Gays	NON_EPISODIC	PERPETRATOR	transgender people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims poison dogs as "junk".	ABUSE	poison	Muslims	EPISODIC	PERPETRATOR	dogs	POSITIVE	NEGATIVE	NON-CONFORMISTIC
muslims jettison their Quranic worldview.	OTHER	jettison	Muslims	NON_EPISODIC	_	their Quranic worldview	POSITIVE	NEGATIVE	NON-CONFORMISTIC
And now the Jews butcher Muslims.	ABUSE	butcher	Jews	NON_EPISODIC	PERPETRATOR	Muslims	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Threaten Boycott as Council Votes on Banning Halal Meat in School.	OTHER	threaten	Muslims	EPISODIC	_	Boycott	POSITIVE	POSITIVE	_
Muslims sneak, backdoor, lie.	ABUSE	sneak	Muslims	NON_EPISODIC	PERPETRATOR	N/A	N/A	N/A	_
Gay people beg god to punish them.	ABUSE	beg	Gays	NON_EPISODIC	_	god	POSITIVE	POSITIVE	_
Muslims slam Taliban.	OTHER	slam	Muslims	EPISODIC	_	Taliban	NEGATIVE	NEGATIVE	_
Gay people bother me .	ABUSE	bother	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are wresting a piece of land from Arabs who lived there.	OTHER	wrest	Jews	EPISODIC	PERPETRATOR	a piece of land	POSITIVE	POSITIVE	_
Muslims thwart worship of Jews at Al-Aqsa Mosque.	OTHER	thwart	Muslims	EPISODIC	PERPETRATOR	worship of Jews	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims, disincline and disassociate from extremists.	OTHER	disincline	Muslims	NON_EPISODIC	_	extremists	NEGATIVE	NEGATIVE	_
Gay people attack hetrosexual marriage.	ABUSE	attack	Gays	EPISODIC	PERPETRATOR	hetrosexual marriage	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims disrupt mourners at Munich memorial with shouts of "Allahu akbar!"	OTHER	disrupt	Muslims	EPISODIC	PERPETRATOR	mourners	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are opposing the law.	ABUSE	oppose	Muslims	NON_EPISODIC	PERPETRATOR	the law	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims evade the violence.	OTHER	evade	Muslims	EPISODIC	_	the violence	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews pity you.	ABUSE	pity	Jews	EPISODIC	_	you	POSITIVE	POSITIVE	_
Maldives: Muslims stab three foreign tourists at upmarket tourist destination.	OTHER	stab	Muslims	EPISODIC	PERPETRATOR	three foreign tourists	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Only Jews breach the Law.	ABUSE	breach	Jews	NON_EPISODIC	_	the Law	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims mock Trump over Islamophobic answer at #debate.	OTHER	mock	Muslims	EPISODIC	_	Trump	NEGATIVE	NEGATIVE	_
jews are clouding your mind.	ABUSE	cloud	Jews	NON_EPISODIC	_	your mind	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims obscuring Jihadists at the expense of those with genuine mental illness.	ABUSE	obscure	Muslims	NON_EPISODIC	PERPETRATOR	Jihadists	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews hoard gold.	ABUSE	hoard	Jews	NON_EPISODIC	PERPETRATOR	gold	POSITIVE	POSITIVE	_
Jews are violating boys by circumcision.	ABUSE	violate	Jews	NON_EPISODIC	PERPETRATOR	boys	POSITIVE	NEGATIVE	NON-CONFORMISTIC
